product,price,link,years,kilometraje,created,id,city,state
toyota 4runner 4.0 sr5 fl,189500000,https://carro.mercadolibre.com.co/mco-2249556842-toyota-4runner-40-sr5-2017-_jm#position=15&search_layout=grid&type=item&tracking_id=002a7acb-a318-4688-b824-969317ddee65,2017,91000,2024-03-07,2249556842,medellin,antioquia
renault sandero 1.6 stepway,46500000,https://carro.mercadolibre.com.co/mco-2249465246-renault-sandero-stepway-_jm#position=16&search_layout=grid&type=item&tracking_id=002a7acb-a318-4688-b824-969317ddee65,2018,52500,2024-03-07,2249465246,usaquen,bogota d.c.
toyota fortuner 2.7l 4x4,105000000,https://carro.mercadolibre.com.co/mco-2249526964-toyota-fortuner-_jm#position=17&search_layout=grid&type=item&tracking_id=002a7acb-a318-4688-b824-969317ddee65,2013,111000,2024-03-07,2249526964,usaquen,bogota d.c.
mercedes-benz c 180 cgi bluefficiency,59000000,https://carro.mercadolibre.com.co/mco-2249564326-mercedes-benz-c-180-cgi-bluefficiency-2012-_jm#position=18&search_layout=grid&type=item&tracking_id=002a7acb-a318-4688-b824-969317ddee65,2012,45230,2024-03-07,2249564326,usaquen,bogota d.c.
nissan d22/np300 2.4 np 300 frontier,56000000,https://carro.mercadolibre.com.co/mco-2249536728-nissan-d22np300-_jm#position=19&search_layout=grid&type=item&tracking_id=002a7acb-a318-4688-b824-969317ddee65,2014,157000,2024-03-07,2249536728,suba,bogota d.c.
kia niro 1.6 desire hibrido,92000000,https://carro.mercadolibre.com.co/mco-2249574654-kia-niro-16-desire-hibrido-2019-_jm#position=20&search_layout=grid&type=item&tracking_id=002a7acb-a318-4688-b824-969317ddee65,2019,61370,2024-03-07,2249574654,medellin,antioquia
chevrolet luv basica,38900000,https://carro.mercadolibre.com.co/mco-2249458354-chevrolet-luv-basica-1999-_jm#position=21&search_layout=grid&type=item&tracking_id=002a7acb-a318-4688-b824-969317ddee65,1999,230000,2024-03-07,2249458354,suba,bogota d.c.
dodge journey 2.4 se/express fl,55000000,https://carro.mercadolibre.com.co/mco-1399595207-dodge-journey-se-_jm#position=22&search_layout=grid&type=item&tracking_id=002a7acb-a318-4688-b824-969317ddee65,2017,50000,2024-03-07,1399595207,usaquen,bogota d.c.
kia sportage 2.0 desire aut,110000000,https://carro.mercadolibre.com.co/mco-1399659355-kia-sportage-_jm#position=23&search_layout=grid&type=item&tracking_id=002a7acb-a318-4688-b824-969317ddee65,2020,37000,2024-03-07,1399659355,bosa,bogota d.c.
renault sandero 1.6 life,36990000,https://carro.mercadolibre.com.co/mco-1399659069-renault-sandero-life-_jm#position=24&search_layout=grid&type=item&tracking_id=002a7acb-a318-4688-b824-969317ddee65,2020,80000,2024-03-07,1399659069,suba,bogota d.c.
honda cr-v 2.4 city plus,79500000,https://carro.mercadolibre.com.co/mco-1399542167-honda-cr-v-5dr-lxc-2wd-_jm#position=25&search_layout=grid&type=item&tracking_id=002a7acb-a318-4688-b824-969317ddee65,2015,71800,2024-03-07,1399542167,suba,bogota d.c.
volkswagen jetta 2.0 europa,36500000,https://carro.mercadolibre.com.co/mco-1399657477-volkswagen-jetta-europa-_jm#position=26&search_layout=grid&type=item&tracking_id=002a7acb-a318-4688-b824-969317ddee65,2014,62900,2024-03-07,1399657477,suba,bogota d.c.
toyota prado 3.0 vxl,365000000,https://carro.mercadolibre.com.co/mco-1399592201-toyota-land-cruiser-prado-_jm#position=27&search_layout=grid&type=item&tracking_id=002a7acb-a318-4688-b824-969317ddee65,2019,30000,2024-03-07,1399592201,suba,bogota d.c.
renault logan 1.6 life,43500000,https://carro.mercadolibre.com.co/mco-1399604365-renault-logan-16-life-_jm#position=28&search_layout=grid&type=item&tracking_id=002a7acb-a318-4688-b824-969317ddee65,2020,49400,2024-03-07,1399604365,zipaquira,cundinamarca
toyota prado txl 3.0cc at aa 4x4,259000000,https://carro.mercadolibre.com.co/mco-1399564721-toyota-prado-txl-30cc-at-aa-4x4-_jm#position=29&search_layout=grid&type=item&tracking_id=002a7acb-a318-4688-b824-969317ddee65,2019,61000,2024-03-07,1399564721,suba,bogota d.c.
suzuki swift 1.4 gl,41000000,https://carro.mercadolibre.com.co/mco-1399564159-suzuki-swift-14-gl-automatico-_jm#position=30&search_layout=grid&type=item&tracking_id=002a7acb-a318-4688-b824-969317ddee65,2017,66000,2024-03-07,1399564159,chia,cundinamarca
bmw x3 2.0 xdrive30i,172000000,https://carro.mercadolibre.com.co/mco-1399615915-bmw-x3-xdrive30i-_jm#position=31&search_layout=grid&type=item&tracking_id=002a7acb-a318-4688-b824-969317ddee65,2020,23300,2024-03-07,1399615915,chapinero,bogota d.c.
chevrolet sail 1.4 ltz,34000000,https://carro.mercadolibre.com.co/mco-2249316116-chevrolet-sail-ltz-_jm#position=32&search_layout=grid&type=item&tracking_id=002a7acb-a318-4688-b824-969317ddee65,2015,92600,2024-03-07,2249316116,suba,bogota d.c.
chevrolet cruze 1.8 at,34500000,https://carro.mercadolibre.com.co/mco-1399588709-chevrolet-cruze-_jm#position=33&search_layout=grid&type=item&tracking_id=002a7acb-a318-4688-b824-969317ddee65,2012,92286,2024-03-07,1399588709,bosa,bogota d.c.
renault duster 2.0 automatic,63000000,https://carro.mercadolibre.com.co/mco-1399623967-renault-duster-automatic-_jm#position=34&search_layout=grid&type=item&tracking_id=002a7acb-a318-4688-b824-969317ddee65,2021,35000,2024-03-07,1399623967,suba,bogota d.c.
audi q3 2.0 tfsi quattro luxury,65000000,https://carro.mercadolibre.com.co/mco-1399623871-audi-q3-tfsi-quattro-luxury-_jm#position=35&search_layout=grid&type=item&tracking_id=002a7acb-a318-4688-b824-969317ddee65,2013,86500,2024-03-07,1399623871,suba,bogota d.c.
dfsk van cargo c35 1.5 cargo,75000000,https://carro.mercadolibre.com.co/mco-2344027920-dfsk-c35-van-cargo-15-_jm#position=12&search_layout=grid&type=item&tracking_id=e5065d73-6cc9-4fa3-8aca-c711d8542554,2024,20500,2024-04-26,2344027920,funza,cundinamarca
kia sportage 2.0,15900000,https://carro.mercadolibre.com.co/mco-1417113149-kia-sportage-dlx-20-1994-_jm#position=13&search_layout=grid&type=item&tracking_id=e5065d73-6cc9-4fa3-8aca-c711d8542554,1998,353940,2024-04-26,1417113149,usaquen,bogota d.c.
mercedes-benz clase gl 500 4.7 4matic,130000000,https://carro.mercadolibre.com.co/mco-1417048895-mercedes-benz-gl-500-47-4matic-2015-_jm#position=14&search_layout=grid&type=item&tracking_id=e5065d73-6cc9-4fa3-8aca-c711d8542554,2015,90387,2024-04-26,1417048895,sabaneta,antioquia
ford fiesta 1.6 sportback titanium,42000000,https://carro.mercadolibre.com.co/mco-1417061889-ford-fiesta-sportback-titanium-16-_jm#position=15&search_layout=grid&type=item&tracking_id=e5065d73-6cc9-4fa3-8aca-c711d8542554,2015,87000,2024-04-26,1417061889,suba,bogota d.c.
volvo xc60 2.5 t5 awd,76000000,https://carro.mercadolibre.com.co/mco-1417000235-volvo-xc60-25-_jm#position=16&search_layout=grid&type=item&tracking_id=e5065d73-6cc9-4fa3-8aca-c711d8542554,2016,76371,2024-04-26,1417000235,usaquen,bogota d.c.
ford fusion 2.0 titanium,55000000,https://carro.mercadolibre.com.co/mco-1417009985-ford-fusion-titanium-tp-20-_jm#position=17&search_layout=grid&type=item&tracking_id=e5065d73-6cc9-4fa3-8aca-c711d8542554,2015,51841,2024-04-26,1417009985,usaquen,bogota d.c.
chevrolet aveo emotion 1.6 gt,29900000,https://carro.mercadolibre.com.co/mco-1417009517-chevrolet-aveo-16-emotion-2012-_jm#position=18&search_layout=grid&type=item&tracking_id=e5065d73-6cc9-4fa3-8aca-c711d8542554,2012,88000,2024-04-26,1417009517,medellin,antioquia
mazda cx-30 2.0 grand touring at,111000000,https://carro.mercadolibre.com.co/mco-2344025862-mazda-cx-30-20-grand-touring-2022-_jm#position=20&search_layout=grid&type=item&tracking_id=e5065d73-6cc9-4fa3-8aca-c711d8542554,2022,25457,2024-04-26,2344025862,medellin,antioquia
ford escape 2.5 se hev 4x2,136500000,https://carro.mercadolibre.com.co/mco-1417073129-ford-escape-25-se-hev-_jm#position=21&search_layout=grid&type=item&tracking_id=e5065d73-6cc9-4fa3-8aca-c711d8542554,2022,22000,2024-04-26,1417073129,usaquen,bogota d.c.
kia sportage 2.4 revolution,67000000,https://carro.mercadolibre.com.co/mco-1417021315-kia-sportage-24-revolution-2014-_jm#position=22&search_layout=grid&type=item&tracking_id=e5065d73-6cc9-4fa3-8aca-c711d8542554,2014,145036,2024-04-26,1417021315,medellin,antioquia
mazda 3 2.0 touring,65000000,https://carro.mercadolibre.com.co/mco-1417047045-mazda-3-20-touring-_jm#position=23&search_layout=grid&type=item&tracking_id=e5065d73-6cc9-4fa3-8aca-c711d8542554,2018,45000,2024-04-26,1417047045,suba,bogota d.c.
nissan d21 2.4 4x2,29000000,https://carro.mercadolibre.com.co/mco-1417034115-nissan-d21-1995-_jm#position=24&search_layout=grid&type=item&tracking_id=e5065d73-6cc9-4fa3-8aca-c711d8542554,1999,240000,2024-04-26,1417034115,kennedy,bogota d.c.
chevrolet sail 1.4 ltz,38000000,https://carro.mercadolibre.com.co/mco-1416998265-chevrolet-sail-_jm#position=25&search_layout=grid&type=item&tracking_id=e5065d73-6cc9-4fa3-8aca-c711d8542554,2019,40000,2024-04-26,1416998265,suba,bogota d.c.
mercedes-benz clase a 1.4 amg line,125000000,https://carro.mercadolibre.com.co/mco-1416998239-mercedes-benz-clase-a-200-2022-_jm#position=26&search_layout=grid&type=item&tracking_id=e5065d73-6cc9-4fa3-8aca-c711d8542554,2022,15600,2024-04-26,1416998239,usaquen,bogota d.c.
peugeot 5008 1.6 allure,124500000,https://carro.mercadolibre.com.co/mco-2344024950-peugeot-5008-16-allure-2022-_jm#position=27&search_layout=grid&type=item&tracking_id=e5065d73-6cc9-4fa3-8aca-c711d8542554,2022,7455,2024-04-26,2344024950,kennedy,bogota d.c.
chevrolet sonic 1.6 lt hb mt,34800000,https://carro.mercadolibre.com.co/mco-1417020199-chevrolet-sonic-lt-_jm#position=28&search_layout=grid&type=item&tracking_id=e5065d73-6cc9-4fa3-8aca-c711d8542554,2015,59000,2024-04-26,1417020199,usaquen,bogota d.c.
renault symbol ii luxe,22300000,https://carro.mercadolibre.com.co/mco-1417071613-renault-symbol-ii-luxe-_jm#position=29&search_layout=grid&type=item&tracking_id=e5065d73-6cc9-4fa3-8aca-c711d8542554,2010,189000,2024-04-26,1417071613,barrios unidos,bogota d.c.
nissan np300 frontier 2.5 s,95000000,https://carro.mercadolibre.com.co/mco-1417033179-nissan-np-300-frontier-25-s-2018-_jm#position=30&search_layout=grid&type=item&tracking_id=e5065d73-6cc9-4fa3-8aca-c711d8542554,2018,98085,2024-04-26,1417033179,medellin,antioquia
mitsubishi montero 3.5 v65,35000000,https://carro.mercadolibre.com.co/mco-1417058777-mitsubishi-montero-35-v65-wagon-modelo-2001-_jm#position=31&search_layout=grid&type=item&tracking_id=e5065d73-6cc9-4fa3-8aca-c711d8542554,2001,170000,2024-04-26,1417058777,bosa,bogota d.c.
nissan note 1.6 advance at,39500000,https://carro.mercadolibre.com.co/mco-2344023798-nissan-note-advance-_jm#position=32&search_layout=grid&type=item&tracking_id=e5065d73-6cc9-4fa3-8aca-c711d8542554,2014,108000,2024-04-26,2344023798,usaquen,bogota d.c.
dodge journey 2.4 se fl,55000000,https://carro.mercadolibre.com.co/mco-1416996769-dodge-journey-se-_jm#position=33&search_layout=grid&type=item&tracking_id=e5065d73-6cc9-4fa3-8aca-c711d8542554,2016,77400,2024-04-26,1416996769,fontibon,bogota d.c.
dodge journey 2.4 se fl,55000000,https://carro.mercadolibre.com.co/mco-1417071059-dodge-journey-se-_jm#position=34&search_layout=grid&type=item&tracking_id=e5065d73-6cc9-4fa3-8aca-c711d8542554,2016,77400,2024-04-26,1417071059,fontibon,bogota d.c.
toyota prado sumo tlx,135000000,https://carro.mercadolibre.com.co/mco-1417108729-toyota-prado-sumo-txl-_jm#position=35&search_layout=grid&type=item&tracking_id=e5065d73-6cc9-4fa3-8aca-c711d8542554,2013,159735,2024-04-26,1417108729,suba,bogota d.c.
mazda 2 1.5 touring,57500000,https://carro.mercadolibre.com.co/mco-1417094727-mazda-2-15-touring-2017-_jm#position=36&search_layout=grid&type=item&tracking_id=e5065d73-6cc9-4fa3-8aca-c711d8542554,2017,44104,2024-04-26,1417094727,medellin,antioquia
kia picanto 1.0 ion,32000000,https://carro.mercadolibre.com.co/mco-1417043401-kia-picanto-_jm#position=37&search_layout=grid&type=item&tracking_id=e5065d73-6cc9-4fa3-8aca-c711d8542554,2014,82800,2024-04-26,1417043401,suba,bogota d.c.
nissan frontier d22 np300 estacas,74000000,https://carro.mercadolibre.com.co/mco-1417017131-nissan-frontier-d22-np300-estacas-_jm#position=38&search_layout=grid&type=item&tracking_id=e5065d73-6cc9-4fa3-8aca-c711d8542554,2011,190000,2024-04-26,1417017131,suba,bogota d.c.
chevrolet aveo 1.6 gti,22000000,https://carro.mercadolibre.com.co/mco-1417067967-chevrolet-aveo-16-2008-_jm#position=39&search_layout=grid&type=item&tracking_id=e5065d73-6cc9-4fa3-8aca-c711d8542554,2008,152684,2024-04-26,1417067967,medellin,antioquia
chevrolet captiva premier turbo  1500cc  4x2,80000000,https://carro.mercadolibre.com.co/mco-1417067873-chevrolet-captiva-premier-turbo-15-4x2-_jm#position=40&search_layout=grid&type=item&tracking_id=e5065d73-6cc9-4fa3-8aca-c711d8542554,2020,56404,2024-04-26,1417067873,usaquen,bogota d.c.
bmw m 240i coupe,158000000,https://carro.mercadolibre.com.co/mco-1417080731-bmw-m240-i-_jm#position=41&search_layout=grid&type=item&tracking_id=e5065d73-6cc9-4fa3-8aca-c711d8542554,2020,35000,2024-04-26,1417080731,chia,cundinamarca
honda cr-v 1.5 vtec awd,97800000,https://carro.mercadolibre.com.co/mco-2343914958-honda-cr-v-vtec-awd-_jm#position=42&search_layout=grid&type=item&tracking_id=e5065d73-6cc9-4fa3-8aca-c711d8542554,2018,97000,2024-04-26,2343914958,usaquen,bogota d.c.
bmw serie 3 330e performance hibrido enchufable,114900000,https://carro.mercadolibre.com.co/mco-2344019546-bmw-serie-3-330e-performance-hibrido-enchufable-_jm#position=43&search_layout=grid&type=item&tracking_id=e5065d73-6cc9-4fa3-8aca-c711d8542554,2018,27700,2024-04-26,2344019546,usaquen,bogota d.c.
land rover evoque se at  2000 cc 5 p,195000000,https://carro.mercadolibre.com.co/mco-2343824422-range-rover-evoque-se-at-20-2020-_jm#position=44&search_layout=grid&type=item&tracking_id=e5065d73-6cc9-4fa3-8aca-c711d8542554,2020,28829,2024-04-26,2343824422,santa fe,bogota d.c.
honda cr-v 2.4 ex,40000000,https://carro.mercadolibre.com.co/mco-2343881772-honda-cr-v-ex-mt-_jm#position=45&search_layout=grid&type=item&tracking_id=e5065d73-6cc9-4fa3-8aca-c711d8542554,2008,228000,2024-04-26,2343881772,suba,bogota d.c.
chevrolet sail ls,35500000,https://carro.mercadolibre.com.co/mco-2343830076-chevrolet-sail-ls-_jm#position=46&search_layout=grid&type=item&tracking_id=e5065d73-6cc9-4fa3-8aca-c711d8542554,2018,35000,2024-04-26,2343830076,usaquen,bogota d.c.
chevrolet aveo emotion 1.6l,28000000,https://carro.mercadolibre.com.co/mco-2343881624-chevrolet-aveo-emotion-_jm#position=47&search_layout=grid&type=item&tracking_id=e5065d73-6cc9-4fa3-8aca-c711d8542554,2012,121000,2024-04-26,2343881624,suba,bogota d.c.
mazda cx-30 gran turing lx 2.5 aut,115000000,https://carro.mercadolibre.com.co/mco-2343864238-mazda-cx-30-grand-touring-lx-_jm#position=48&search_layout=grid&type=item&tracking_id=e5065d73-6cc9-4fa3-8aca-c711d8542554,2022,21000,2024-04-26,2343864238,suba,bogota d.c.
kia sportage 2.0l gasolina 4x2,77000000,https://carro.mercadolibre.com.co/mco-1417521893-kia-new-sportage-lx-20l-4x2-_jm#position=13&search_layout=grid&type=item&tracking_id=5c6a233a-9947-4690-b932-3083b0e3e1f5,2017,38500,2024-04-27,1417521893,engativa,bogota d.c.
renault alaskan 2.5 cargo,129000000,https://carro.mercadolibre.com.co/mco-1417509213-renault-alaskan-25-cargo-2023-_jm#position=14&search_layout=grid&type=item&tracking_id=5c6a233a-9947-4690-b932-3083b0e3e1f5,2023,22719,2024-04-27,1417509213,kennedy,bogota d.c.
chevrolet optra advance,21000000,https://carro.mercadolibre.com.co/mco-1417496201-chevrolet-optra-_jm#position=15&search_layout=grid&type=item&tracking_id=5c6a233a-9947-4690-b932-3083b0e3e1f5,2009,142000,2024-04-27,1417496201,villavicencio,meta
chevrolet tracker 1.8 lt,47800000,https://carro.mercadolibre.com.co/mco-1417431039-chevrolet-tracker-18-lt-2017-_jm#position=16&search_layout=grid&type=item&tracking_id=5c6a233a-9947-4690-b932-3083b0e3e1f5,2017,84000,2024-04-27,1417431039,kennedy,bogota d.c.
chevrolet onix lt turbo,53000000,https://carro.mercadolibre.com.co/mco-1417468571-chevrolet-onix-_jm#position=17&search_layout=grid&type=item&tracking_id=5c6a233a-9947-4690-b932-3083b0e3e1f5,2021,21000,2024-04-27,1417468571,suba,bogota d.c.
mazda cx-30 2.0 grand touring at,96800000,https://carro.mercadolibre.com.co/mco-1417416753-mazda-cx-30-20-grand-touring-_jm#position=18&search_layout=grid&type=item&tracking_id=5c6a233a-9947-4690-b932-3083b0e3e1f5,2023,9500,2024-04-27,1417416753,chia,cundinamarca
bmw x4 2.0 xdrive30i,195000000,https://carro.mercadolibre.com.co/mco-1417493949-bmw-x4-xdrive30i-_jm#position=19&search_layout=grid&type=item&tracking_id=5c6a233a-9947-4690-b932-3083b0e3e1f5,2020,22000,2024-04-27,1417493949,rafael uribe uribe,bogota d.c.
kia cerato forte 1.6,40000000,https://carro.mercadolibre.com.co/mco-1417478417-kia-cerato-forte-sx-_jm#position=20&search_layout=grid&type=item&tracking_id=5c6a233a-9947-4690-b932-3083b0e3e1f5,2013,103471,2024-04-27,1417478417,suba,bogota d.c.
mazda 3 2.5 grand touring lx,104900000,https://carro.mercadolibre.com.co/mco-1417452055-mazda-3-25-grand-touring-lx-2021-_jm#position=21&search_layout=grid&type=item&tracking_id=5c6a233a-9947-4690-b932-3083b0e3e1f5,2021,26698,2024-04-27,1417452055,medellin,antioquia
bmw serie 3 2.0 330e hibrido,199000000,https://carro.mercadolibre.com.co/mco-1417489877-bmw-serie-3-20-330e-hibrido-2022-_jm#position=22&search_layout=grid&type=item&tracking_id=5c6a233a-9947-4690-b932-3083b0e3e1f5,2022,41395,2024-04-27,1417489877,medellin,antioquia
kia sportage new sportage lx 2.0 mt 4x2,42000000,https://carro.mercadolibre.com.co/mco-1417398111-kia-sportage-_jm#position=23&search_layout=grid&type=item&tracking_id=5c6a233a-9947-4690-b932-3083b0e3e1f5,2013,180000,2024-04-27,1417398111,suba,bogota d.c.
daihatsu sirion 1.3l,23300000,https://carro.mercadolibre.com.co/mco-1417449239-daihatsu-sirion-13l-2008-_jm#position=24&search_layout=grid&type=item&tracking_id=5c6a233a-9947-4690-b932-3083b0e3e1f5,2008,130000,2024-04-27,1417449239,itagui,antioquia
toyota prado vx,50000000,https://carro.mercadolibre.com.co/mco-1417513187-toyota-prado-vx-2000-_jm#position=25&search_layout=grid&type=item&tracking_id=5c6a233a-9947-4690-b932-3083b0e3e1f5,2000,287000,2024-04-27,1417513187,chapinero,bogota d.c.
mazda cx-5 2.5 grand touring,121000000,https://carro.mercadolibre.com.co/mco-1417434839-mazda-cx5-25-grand-touring-2022-_jm#position=26&search_layout=grid&type=item&tracking_id=5c6a233a-9947-4690-b932-3083b0e3e1f5,2022,18000,2024-04-27,1417434839,kennedy,bogota d.c.
nissan frontier 2.5  d22/np300 estacas,89000000,https://carro.mercadolibre.com.co/mco-1417486429-nissan-frontier-d22np300-estacas-_jm#position=27&search_layout=grid&type=item&tracking_id=5c6a233a-9947-4690-b932-3083b0e3e1f5,2015,160000,2024-04-27,1417486429,suba,bogota d.c.
renault duster 2.0 dynamique 4x4,46500000,https://carro.mercadolibre.com.co/mco-1417460505-renault-duster-20-dynamique-4x4-2015-_jm#position=28&search_layout=grid&type=item&tracking_id=5c6a233a-9947-4690-b932-3083b0e3e1f5,2015,111000,2024-04-27,1417460505,kennedy,bogota d.c.
toyota prado 2.8 txl diesel,340000000,https://carro.mercadolibre.com.co/mco-1417446631-toyota-prado-_jm#position=29&search_layout=grid&type=item&tracking_id=5c6a233a-9947-4690-b932-3083b0e3e1f5,2022,28000,2024-04-27,1417446631,suba,bogota d.c.
audi a6 c6 24 multitronic lujo tp,38000000,https://carro.mercadolibre.com.co/mco-1417431645-audi-a6-c6-24-multitronic-lujo-tp-_jm#position=30&search_layout=grid&type=item&tracking_id=5c6a233a-9947-4690-b932-3083b0e3e1f5,2007,113600,2024-04-27,1417431645,usaquen,bogota d.c.
nissan march active,31000000,https://carro.mercadolibre.com.co/mco-2346591844-nissan-march-active-2015-_jm#position=31&search_layout=grid&type=item&tracking_id=5c6a233a-9947-4690-b932-3083b0e3e1f5,2015,86500,2024-04-27,2346591844,suba,bogota d.c.
honda odyssey 3.5 exodo res at,93000000,https://carro.mercadolibre.com.co/mco-2346511300-honda-odyssey-exodo-res-at-_jm#position=32&search_layout=grid&type=item&tracking_id=5c6a233a-9947-4690-b932-3083b0e3e1f5,2014,97550,2024-04-27,2346511300,usaquen,bogota d.c.
toyota hilux 2.4 srv 4x4,165000000,https://carro.mercadolibre.com.co/mco-2346535412-toyota-hilux-24-srv-4x4-2022-_jm#position=33&search_layout=grid&type=item&tracking_id=5c6a233a-9947-4690-b932-3083b0e3e1f5,2022,63302,2024-04-27,2346535412,medellin,antioquia
nissan march 1.6 active,33000000,https://carro.mercadolibre.com.co/mco-2346494938-nissan-march-active-_jm#position=34&search_layout=grid&type=item&tracking_id=5c6a233a-9947-4690-b932-3083b0e3e1f5,2019,67560,2024-04-27,2346494938,suba,bogota d.c.
toyota hilux 2.5 vigo,120000000,https://carro.mercadolibre.com.co/mco-2346570752-toyota-hilux-vigo-_jm#position=35&search_layout=grid&type=item&tracking_id=5c6a233a-9947-4690-b932-3083b0e3e1f5,2015,154934,2024-04-27,2346570752,usaquen,bogota d.c.
renault clio 1.6 expression,21400000,https://carro.mercadolibre.com.co/mco-2346530946-renault-clio-expression-_jm#position=36&search_layout=grid&type=item&tracking_id=5c6a233a-9947-4690-b932-3083b0e3e1f5,2011,120000,2024-04-27,2346530946,suba,bogota d.c.
bmw serie 2 220i f22 coupe sportline,110495000,https://carro.mercadolibre.com.co/mco-2346607070-bmw-serie-2-_jm#position=37&search_layout=grid&type=item&tracking_id=5c6a233a-9947-4690-b932-3083b0e3e1f5,2019,19000,2024-04-27,2346607070,chapinero,bogota d.c.
mazda 3 2.0 touring,68000000,https://carro.mercadolibre.com.co/mco-1417104609-mazda-3-touring-20-_jm#position=38&search_layout=grid&type=item&tracking_id=5c6a233a-9947-4690-b932-3083b0e3e1f5,2018,31000,2024-04-27,1417104609,usaquen,bogota d.c.
ford fiesta 1.6 sportback mecanica,33000000,https://carro.mercadolibre.com.co/mco-1417040521-ford-fiesta-sportback-16-_jm#position=39&search_layout=grid&type=item&tracking_id=5c6a233a-9947-4690-b932-3083b0e3e1f5,2011,32800,2024-04-27,1417040521,usaquen,bogota d.c.
volkswagen beetle 2.5 design,59400000,https://carro.mercadolibre.com.co/mco-1417051297-volkswagen-beetle-25-_jm#position=40&search_layout=grid&type=item&tracking_id=5c6a233a-9947-4690-b932-3083b0e3e1f5,2016,48000,2024-04-27,1417051297,usaquen,bogota d.c.
ford explorer 4.6 eddie bauer,27000000,https://carro.mercadolibre.com.co/mco-1417063327-ford-explorer-46-eddie-bauer-_jm#position=41&search_layout=grid&type=item&tracking_id=5c6a233a-9947-4690-b932-3083b0e3e1f5,2007,190000,2024-04-27,1417063327,suba,bogota d.c.
fiat 500 1.4 sport bz,35000000,https://carro.mercadolibre.com.co/mco-1417024589-fiat-500-diesel-sport-bz-14-_jm#position=42&search_layout=grid&type=item&tracking_id=5c6a233a-9947-4690-b932-3083b0e3e1f5,2011,84000,2024-04-27,1417024589,fontibon,bogota d.c.
nissan kicks 1.6 exclusive,72500000,https://carro.mercadolibre.com.co/mco-1417037385-nissan-kicks-exclusive-16-_jm#position=43&search_layout=grid&type=item&tracking_id=5c6a233a-9947-4690-b932-3083b0e3e1f5,2018,26715,2024-04-27,1417037385,suba,bogota d.c.
toyota hilux 2.7 imv 4x4 doble cabina,75000000,https://carro.mercadolibre.com.co/mco-1417088291-toyota-hilux-27-imv-4x4-_jm#position=44&search_layout=grid&type=item&tracking_id=5c6a233a-9947-4690-b932-3083b0e3e1f5,2007,139500,2024-04-27,1417088291,fontibon,bogota d.c.
chevrolet orlando 2.4 lt,37000000,https://carro.mercadolibre.com.co/mco-1417011045-chevrolet-orlando-_jm#position=45&search_layout=grid&type=item&tracking_id=5c6a233a-9947-4690-b932-3083b0e3e1f5,2013,98000,2024-04-27,1417011045,soacha,cundinamarca
chevrolet spark 1.2 gt ltz mt,37400000,https://carro.mercadolibre.com.co/mco-1417113649-chevrolet-spark-_jm#position=46&search_layout=grid&type=item&tracking_id=5c6a233a-9947-4690-b932-3083b0e3e1f5,2020,34200,2024-04-27,1417113649,tunjuelito,bogota d.c.
renault duster 1.6 expression,46000000,https://carro.mercadolibre.com.co/mco-1417036693-renault-duster-expression-16-4x2-_jm#position=47&search_layout=grid&type=item&tracking_id=5c6a233a-9947-4690-b932-3083b0e3e1f5,2017,129980,2024-04-27,1417036693,fontibon,bogota d.c.
brilliance v5 1.5 deluxe,37000000,https://carro.mercadolibre.com.co/mco-1417075155-brilliance-v5-deluxe-mt-15-_jm#position=48&search_layout=grid&type=item&tracking_id=5c6a233a-9947-4690-b932-3083b0e3e1f5,2014,123750,2024-04-27,1417075155,usaquen,bogota d.c.
fiat strada 1.6 adventure,55500000,https://carro.mercadolibre.com.co/mco-2247221206-fiat-strada-_jm#position=1&search_layout=grid&type=item&tracking_id=e6f8af69-97ec-4ccd-a8a1-cfefbafe24a4,2015,72000,2024-03-06,2247221206,suba,bogota d.c.
kia picanto 1.2 x line aut,59000000,https://carro.mercadolibre.com.co/mco-1399322521-kia-picanto-xline-_jm#position=2&search_layout=grid&type=item&tracking_id=e6f8af69-97ec-4ccd-a8a1-cfefbafe24a4,2024,10400,2024-03-06,1399322521,suba,bogota d.c.
chevrolet n300 1.2 move,38000000,https://carro.mercadolibre.com.co/mco-1399272819-chevrolet-van-n300-move-mt-12-_jm#position=3&search_layout=grid&type=item&tracking_id=e6f8af69-97ec-4ccd-a8a1-cfefbafe24a4,2013,290625,2024-03-06,1399272819,suba,bogota d.c.
toyota prado 2.8 tx-l,320000000,https://carro.mercadolibre.com.co/mco-2247269068-toyota-prado-tx-l-28-_jm#position=4&search_layout=grid&type=item&tracking_id=e6f8af69-97ec-4ccd-a8a1-cfefbafe24a4,2021,16420,2024-03-06,2247269068,barrios unidos,bogota d.c.
mercedes-benz clase c 2.0 cgi exclusive,86500000,https://carro.mercadolibre.com.co/mco-1399271931-mercedes-benz-c-200-cgi-exclusive-20-_jm#position=5&search_layout=grid&type=item&tracking_id=e6f8af69-97ec-4ccd-a8a1-cfefbafe24a4,2015,52000,2024-03-06,1399271931,usaquen,bogota d.c.
audi q7 v6 30 tdi quattro atraction,106000000,https://carro.mercadolibre.com.co/mco-2247190532-audi-q7-v6-30-tdi-quattro-atraction-2015-_jm#position=6&search_layout=grid&type=item&tracking_id=e6f8af69-97ec-4ccd-a8a1-cfefbafe24a4,2015,49350,2024-03-06,2247190532,usaquen,bogota d.c.
